0.950000	89.860042	7.973736
0.950000	87.548115	7.987332
0.950000	122.572543	8.014375
0.950000	212.514366	7.994898
0.950000	164.976292	8.003709
0.950000	74.786064	7.897608
0.950000	126.339277	8.013115
0.950000	155.610966	7.988988
0.950000	152.037563	8.032093
0.950000	89.797065	7.928799
0.950000	96.868603	7.929479
0.950000	131.358229	8.049574
0.950000	121.282703	8.003854
0.950000	206.356848	7.989267
0.950000	117.287038	8.003677
0.950000	120.246727	7.980273
0.950000	204.563547	8.008542
0.950000	98.322094	8.118868
0.950000	121.631960	7.992418
0.950000	97.738165	8.051863
0.950000	92.774520	8.055976
0.950000	103.029490	7.995837
0.950000	212.349682	8.070849
0.950000	72.012052	7.998762
0.950000	131.287509	7.994369
